enqueue p1-9 9
enqueue p2-6 6
enqueue p3-5 5
enqueue p4-6 6
enqueue p5-4 4
enqueue p6-10 10
enqueue p7-4 4
enqueue p8-7 7
enqueue p9-1 1
enqueue p10-6 6
enqueue p11-8 8
enqueue p12-1 1
enqueue p13-4 4
enqueue p14-10 10
enqueue p15-5 5
enqueue p16-2 2
enqueue p17-6 6
enqueue p18-5 5
enqueue p19-3 3
enqueue p20-8 8
enqueue p21-1 1
enqueue p22-5 5
enqueue p23-4 4
enqueue p24-4 4
enqueue p25-4 4
enqueue p26-6 6
enqueue p27-3 3
enqueue p28-1 1
enqueue p29-3 3
enqueue p30-7 7
enqueue p31-1 1
enqueue p32-9 9
enqueue p33-9 9
enqueue p34-4 4
enqueue p35-3 3
enqueue p36-7 7
enqueue p37-8 8
enqueue p38-5 5
enqueue p39-3 3
enqueue p40-5 5
enqueue p41-8 8
enqueue p42-10 10
enqueue p43-6 6
enqueue p44-7 7
enqueue p45-2 2
enqueue p46-10 10
enqueue p47-4 4
enqueue p48-3 3
enqueue p49-6 6
enqueue p50-2 2
enqueue p51-4 4
enqueue p52-10 10
enqueue p53-1 1
enqueue p54-7 7
enqueue p55-1 1
enqueue p56-5 5
enqueue p57-10 10
enqueue p58-3 3
enqueue p59-2 2
enqueue p60-6 6
enqueue p61-8 8
enqueue p62-1 1
enqueue p63-3 3
enqueue p64-5 5
enqueue p65-2 2
enqueue p66-8 8
enqueue p67-1 1
enqueue p68-3 3
enqueue p69-5 5
enqueue p70-3 3
enqueue p71-1 1
enqueue p72-2 2
enqueue p73-5 5
enqueue p74-7 7
enqueue p75-1 1
enqueue p76-5 5
enqueue p77-8 8
enqueue p78-10 10
enqueue p79-5 5
enqueue p80-1 1
enqueue p81-5 5
enqueue p82-5 5
enqueue p83-3 3
enqueue p84-4 4
enqueue p85-5 5
enqueue p86-7 7
enqueue p87-10 10
enqueue p88-5 5
enqueue p89-9 9
enqueue p90-1 1
enqueue p91-8 8
enqueue p92-5 5
enqueue p93-5 5
enqueue p94-2 2
enqueue p95-4 4
enqueue p96-6 6
enqueue p97-6 6
enqueue p98-9 9
enqueue p99-10 10
enqueue p100-3 3
enqueue p101-4 4
enqueue p102-5 5
enqueue p103-10 10
enqueue p104-1 1
enqueue p105-10 10
enqueue p106-9 9
enqueue p107-10 10
enqueue p108-6 6
enqueue p109-3 3
enqueue p110-4 4
enqueue p111-5 5
enqueue p112-9 9
enqueue p113-8 8
enqueue p114-1 1
enqueue p115-7 7
enqueue p116-7 7
enqueue p117-7 7
enqueue p118-8 8
enqueue p119-6 6
enqueue p120-5 5
enqueue p121-10 10
enqueue p122-5 5
enqueue p123-3 3
enqueue p124-7 7
enqueue p125-9 9
enqueue p126-4 4
enqueue p127-2 2
enqueue p128-10 10
enqueue p129-7 7
enqueue p130-4 4
enqueue p131-5 5
enqueue p132-6 6
enqueue p133-6 6
enqueue p134-7 7
enqueue p135-2 2
enqueue p136-5 5
enqueue p137-6 6
enqueue p138-7 7
enqueue p139-5 5
enqueue p140-10 10
enqueue p141-7 7
enqueue p142-3 3
enqueue p143-1 1
enqueue p144-9 9
enqueue p145-6 6
enqueue p146-5 5
enqueue p147-7 7
enqueue p148-2 2
enqueue p149-7 7
enqueue p150-2 2
enqueue p151-2 2
enqueue p152-10 10
enqueue p153-4 4
enqueue p154-4 4
enqueue p155-2 2
enqueue p156-8 8
enqueue p157-2 2
enqueue p158-10 10
enqueue p159-5 5
enqueue p160-3 3
enqueue p161-5 5
enqueue p162-9 9
enqueue p163-3 3
enqueue p164-2 2
enqueue p165-7 7
enqueue p166-10 10
enqueue p167-10 10
enqueue p168-10 10
enqueue p169-4 4
enqueue p170-3 3
enqueue p171-4 4
enqueue p172-1 1
enqueue p173-5 5
enqueue p174-6 6
enqueue p175-2 2
enqueue p176-9 9
enqueue p177-2 2
enqueue p178-1 1
enqueue p179-9 9
enqueue p180-1 1
enqueue p181-2 2
enqueue p182-1 1
enqueue p183-6 6
enqueue p184-3 3
enqueue p185-8 8
enqueue p186-8 8
enqueue p187-7 7
enqueue p188-5 5
enqueue p189-5 5
enqueue p190-10 10
enqueue p191-7 7
enqueue p192-7 7
enqueue p193-6 6
enqueue p194-9 9
enqueue p195-7 7
enqueue p196-1 1
