enqueue p1-1 1
enqueue p2-4 4
enqueue p3-9 9
enqueue p4-2 2
enqueue p5-1 1
enqueue p6-3 3
enqueue p7-6 6
enqueue p8-1 1
enqueue p9-7 7
enqueue p10-2 2
enqueue p11-5 5
enqueue p12-4 4
enqueue p13-8 8
enqueue p14-8 8
enqueue p15-7 7
enqueue p16-8 8
enqueue p17-9 9
enqueue p18-5 5
enqueue p19-3 3
enqueue p20-9 9
enqueue p21-8 8
enqueue p22-4 4
enqueue p23-7 7
enqueue p24-1 1
enqueue p25-6 6
enqueue p26-9 9
enqueue p27-5 5
enqueue p28-1 1
enqueue p29-8 8
enqueue p30-3 3
enqueue p31-5 5
enqueue p32-8 8
enqueue p33-3 3
enqueue p34-2 2
enqueue p35-5 5
enqueue p36-8 8
enqueue p37-6 6
enqueue p38-1 1
enqueue p39-7 7
enqueue p40-3 3
enqueue p41-10 10
enqueue p42-7 7
enqueue p43-6 6
enqueue p44-6 6
enqueue p45-7 7
enqueue p46-10 10
enqueue p47-1 1
enqueue p48-8 8
enqueue p49-5 5
enqueue p50-6 6
enqueue p51-6 6
enqueue p52-10 10
enqueue p53-9 9
enqueue p54-1 1
enqueue p55-6 6
enqueue p56-3 3
enqueue p57-1 1
enqueue p58-10 10
enqueue p59-1 1
enqueue p60-1 1
enqueue p61-7 7
enqueue p62-1 1
size
enqueue p63-8 8
enqueue p64-7 7
size
enqueue p65-1 1
enqueue p66-2 2
size
enqueue p67-9 9
size
enqueue p68-10 10
size
enqueue p69-5 5
enqueue p70-9 9
enqueue p71-9 9
enqueue p72-3 3
size
enqueue p73-1 1
enqueue p74-3 3
iterator
size
enqueue p75-7 7
enqueue p76-9 9
iterator
iterator
size
enqueue p77-9 9
size
size
iterator
enqueue p78-9 9
enqueue p79-2 2
size
enqueue p80-10 10
size
enqueue p81-10 10
enqueue p82-6 6
size
size
enqueue p83-8 8
iterator
size
size
enqueue p84-2 2
enqueue p85-10 10
enqueue p86-5 5
iterator
enqueue p87-8 8
iterator
enqueue p88-9 9
enqueue p89-6 6
iterator
size
iterator
size
iterator
enqueue p90-5 5
size
size
size
size
dequeue
size
iterator
dequeue
iterator
enqueue p91-4 4
size
dequeue
dequeue
enqueue p92-9 9
dequeue
dequeue
size
size
size
iterator
iterator
iterator
dequeue
enqueue p93-9 9
dequeue
dequeue
dequeue
dequeue
dequeue
dequeue
dequeue
iterator
size
size
dequeue
dequeue
size
iterator
size
dequeue
dequeue
size
dequeue
enqueue p94-9 9
size
size
enqueue p95-7 7
iterator
size
enqueue p96-10 10
iterator
iterator
size
iterator
size
dequeue
dequeue
dequeue
dequeue
dequeue
size
dequeue
dequeue
size
dequeue
enqueue p97-1 1
dequeue
iterator
iterator
enqueue p98-3 3
enqueue p99-5 5
dequeue
iterator
iterator
enqueue p100-6 6
size
enqueue p101-1 1
size
iterator
size
dequeue
iterator
enqueue p102-1 1
size
dequeue
enqueue p103-7 7
iterator
enqueue p104-1 1
size
dequeue
size
size
enqueue p105-9 9
size
size
size
size
iterator
size
iterator
size
dequeue
iterator
iterator
size
size
size
iterator
enqueue p106-6 6
iterator
enqueue p107-4 4
enqueue p108-4 4
dequeue
iterator
enqueue p109-1 1
size
size
iterator
size
enqueue p110-8 8
size
iterator
iterator
iterator
size
size
iterator
enqueue p111-8 8
enqueue p112-5 5
size
size
dequeue
dequeue
enqueue p113-5 5
dequeue
size
enqueue p114-10 10
enqueue p115-1 1
size
enqueue p116-6 6
iterator
enqueue p117-7 7
size
dequeue
dequeue
iterator
size
dequeue
dequeue
enqueue p118-9 9
dequeue
iterator
size
enqueue p119-6 6
size
iterator
enqueue p120-9 9
enqueue p121-6 6
enqueue p122-2 2
iterator
iterator
enqueue p123-10 10
enqueue p124-5 5
iterator
enqueue p125-1 1
dequeue
size
enqueue p126-6 6
dequeue
iterator
dequeue
iterator
dequeue
size
enqueue p127-8 8
iterator
size
size
size
dequeue
size
enqueue p128-2 2
iterator
size
size
size
enqueue p129-4 4
iterator
dequeue
enqueue p130-7 7
dequeue
enqueue p131-2 2
iterator
dequeue
iterator
size
dequeue
dequeue
size
iterator
dequeue
enqueue p132-3 3
enqueue p133-5 5
enqueue p134-5 5
enqueue p135-4 4
dequeue
iterator
dequeue
iterator
dequeue
iterator
enqueue p136-10 10
enqueue p137-4 4
enqueue p138-4 4
enqueue p139-10 10
enqueue p140-5 5
enqueue p141-2 2
iterator
iterator
enqueue p142-8 8
iterator
iterator
enqueue p143-9 9
enqueue p144-4 4
enqueue p145-6 6
enqueue p146-2 2
dequeue
iterator
dequeue
iterator
dequeue
dequeue
iterator
enqueue p147-6 6
dequeue
dequeue
dequeue
iterator
enqueue p148-2 2
enqueue p149-1 1
dequeue
enqueue p150-10 10
dequeue
dequeue
iterator
dequeue
enqueue p151-8 8
iterator
iterator
enqueue p152-1 1
enqueue p153-3 3
enqueue p154-5 5
dequeue
enqueue p155-7 7
dequeue
enqueue p156-9 9
enqueue p157-2 2
iterator
enqueue p158-3 3
enqueue p159-2 2
enqueue p160-9 9
enqueue p161-1 1
enqueue p162-1 1
enqueue p163-3 3
dequeue
dequeue
enqueue p164-8 8
iterator
iterator
iterator
dequeue
enqueue p165-4 4
dequeue
dequeue
dequeue
dequeue
enqueue p166-6 6
iterator
dequeue
enqueue p167-3 3
enqueue p168-6 6
dequeue
enqueue p169-3 3
dequeue
iterator
dequeue
enqueue p170-6 6
dequeue
iterator
enqueue p171-10 10
enqueue p172-4 4
dequeue
dequeue
iterator
dequeue
enqueue p173-4 4
dequeue
iterator
iterator
dequeue
iterator
enqueue p174-6 6
dequeue
dequeue
dequeue
enqueue p175-8 8
iterator
dequeue
dequeue
dequeue
iterator
enqueue p176-7 7
dequeue
dequeue
iterator
iterator
enqueue p177-10 10
dequeue
iterator
iterator
enqueue p178-5 5
enqueue p179-9 9
iterator
enqueue p180-3 3
enqueue p181-5 5
dequeue
iterator
enqueue p182-7 7
dequeue
dequeue
iterator
enqueue p183-8 8
dequeue
dequeue
dequeue
iterator
dequeue
dequeue
iterator
dequeue
enqueue p184-5 5
dequeue
enqueue p185-5 5
iterator
dequeue
dequeue
iterator
enqueue p186-1 1
dequeue
enqueue p187-7 7
iterator
enqueue p188-1 1
enqueue p189-2 2
iterator
iterator
iterator
dequeue
dequeue
enqueue p190-10 10
dequeue
enqueue p191-5 5
enqueue p192-3 3
enqueue p193-7 7
iterator
iterator
iterator
iterator
dequeue
iterator
dequeue
dequeue
enqueue p194-6 6
iterator
iterator
enqueue p195-5 5
enqueue p196-5 5
iterator
iterator
dequeue
iterator
dequeue
dequeue
dequeue
dequeue
